Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
1.0,1.0,58.0,Urban,55.0,Poor,False,Oil Heating,True,True,2021-06-16,White,,False,Good,Excellent,Excellent,Excellent,11.0,1.38,92.8,Wood N0A5PX Window,206.22915
1.0,1.0,48.0,Rural,40.0,Good,False,Electricity,False,True,2020-05-18,Yellow,Lukas,False,Excellent,Poor,Excellent,Good,15.0,4.84,28.8,Steel VL8K,286.33052
2.0,2.0,133.0,Urban,17.0,Excellent,True,Oil Heating,False,True,2022-10-16,Yellow,Sabrina,False,Excellent,Good,Good,Excellent,39.0,4.45,214.4,Steel L3KF4LV Window,456.68908
2.0,3.0,119.0,Rural,51.0,None,,Electricity,False,False,2022-07-06,White,Sabrina,False,Good,Good,Poor,Good,5.0,1.88,,QJYOF Wood GRSX3NQ,231.87132
1.0,1.0,50.0,Rural,59.0,None,False,Gas,False,False,2021-01-11,Gray,Denis,False,Excellent,Excellent,Poor,Good,5.0,1.58,,Aluminum DOA7A Window,102.37667
1.0,2.0,85.0,Rural,52.0,None,False,Gas,False,False,2023-09-09,,Johanna,False,Good,Good,Good,Poor,5.0,3.11,86.0,Steel TQLHY Window,276.17955
,1.0,87.0,Urban,47.0,None,False,Oil,True,True,2022-09-23,Yellow,,False,Excellent,Good,Excellent,Excellent,5.0,4.62,139.2,Wood TJQR Window,242.26673
1.0,1.0,94.0,Rural,44.0,None,True,Oil,False,True,2020-11-30,,Johanna,False,Poor,Excellent,Good,Good,5.0,4.76,150.4,KA44 Aluminum BNZ,230.76251
1.0,1.0,27.0,Urban,,Good,False,Electric,False,False,2023-11-01,Gray,Daniel,False,Excellent,Good,Poor,Good,15.0,2.33,15.0,Wood RSZUP05,108.33776
1.0,1.0,20.0,Suburban,31.0,Excellent,False,Gas,False,True,2021-01-30,Green,Martin,False,Good,Good,Excellent,Excellent,39.0,2.63,20.0,Wood MEG22 Window,121.85879
1.0,2.0,129.0,Rural,48.0,None,True,Oil,False,False,2020-02-22,Yellow,Sabrina,False,Excellent,Excellent,Good,Excellent,5.0,3.37,,5U7N Steel TPZ5K2 Window,384.71599
2.0,2.0,91.0,Suburbann,42.0,None,,Oil Heating,False,True,2022-02-17,Yellow,,False,Good,Excellent,Excellent,Excellent,5.0,2.7,,9LVIM Aluminum NUVW Window,116.0105
3.0,3.0,128.0,Suburbann,63.0,None,False,Oil Heating,True,True,2022-11-12,Gray,Martin,False,Good,Excellent,Excellent,Good,5.0,1.45,204.8,ZLM4I7T Aluminum UGB,156.56164
1.0,1.0,44.0,Rural,38.0,None,False,Oil Heating,True,True,2024-02-20,Yellow,Lukas,False,Good,Good,Excellent,Good,5.0,4.86,,54V Aluminum 9FPL,169.292
2.0,3.0,144.0,Rural,33.0,Good,True,Gas,False,True,2023-12-25,Green,Roman,False,Good,Excellent,Good,Good,15.0,2.71,145.0,Wood OVA,439.47385
,2.0,115.0,Rural,71.0,None,,Oil,True,True,2021-01-17,Gray,Roman,False,Excellent,Poor,Good,Excellent,5.0,2.97,185.6,RGW Wood 3FI1M9N Window,376.98871
1.0,2.0,60.0,Urban,65.0,None,,Gas,True,True,2021-08-27,Green,,False,Good,Good,Excellent,Good,5.0,3.14,,QUWA Steel LT0MH,215.91573
1.0,1.0,41.0,Suburbann,24.0,None,False,Oil Heating,False,True,2020-01-08,White,Andreas,False,Good,Good,Good,Good,5.0,1.32,,Wood BJ4D75,84.43488
2.0,,66.0,Rural,40.0,None,False,Oil,True,True,2020-09-02,,Sabrina,False,Good,Good,Excellent,Excellent,5.0,3.87,,8RJ22PS Steel 4NUGFIY Window,356.55848
,1.0,54.0,Urban,11.0,None,False,Gas,True,True,2023-07-31,,Martin,False,Excellent,Good,Good,Excellent,5.0,1.77,55.0,PWNEV Aluminum MTOVQG2 Window,130.10658
2.0,1.0,80.0,Rural,30.0,None,,Oil Heating,False,True,2021-08-10,Yellow,Lukas,False,Excellent,Poor,Good,Poor,5.0,4.5,,7FBOQJ Wood BS2Y5,285.32433
1.0,2.0,87.0,Rural,46.0,Good,False,Oil Heating,False,True,2022-02-13,Gray,Daniel,False,Excellent,Good,Poor,Good,15.0,1.13,140.8,RHXEOT Aluminum W0CUXH0 Window,272.72726
1.0,2.0,81.0,Suburbann,60.0,Good,False,Gas,False,True,2020-11-03,Gray,Natalie,False,Poor,Good,Good,Good,15.0,2.17,,Wood 4KD Window,115.91299
,2.0,145.0,Urban,64.0,None,False,Oil,True,True,2023-12-29,Yellow,Florian,False,Excellent,Good,Excellent,Excellent,5.0,3.53,232.0,Aluminum 51O1N5 Window,285.67852
1.0,1.0,52.0,Suburbann,26.0,None,False,Electric,False,True,2022-05-19,,Maria,False,Poor,Excellent,Poor,Good,5.0,2.43,31.2,Wood 2TUCK Window,78.12737
,2.0,65.0,Urban,26.0,Poor,False,Gas,False,False,2022-05-10,Gray,Daniel,False,Excellent,Good,Good,Excellent,11.0,3.07,65.0,3GL Wood EPG Window,161.511
,2.0,109.0,Suburbann,30.0,Poor,,Oil Heating,False,True,2020-02-26,Gray,,False,Good,Good,Excellent,Good,11.0,1.35,172.8,Aluminum 6W5,125.84136
1.0,2.0,122.0,,,None,False,Gas,False,True,2020-07-01,Yellow,Stefan,False,Excellent,Poor,Excellent,Good,5.0,3.51,122.0,FI8V Wood HC9 Window,214.08469
2.0,1.0,134.0,Urban,69.0,None,False,Oil Heating,False,False,2020-10-30,Green,Andreas,False,Good,Poor,Excellent,Good,5.0,2.76,,Steel PWOR,266.98607
,2.0,77.0,Suburban,46.0,None,,Electric,True,False,2021-04-10,Gray,Lukas,False,Excellent,Good,Excellent,Good,5.0,1.13,,VGWLW1A Wood P7D Window,89.71854
1.0,1.0,52.0,Rural,15.0,None,,Electric,True,True,2023-07-26,Green,Denis,False,Good,Good,Good,Excellent,5.0,2.14,,OEZXX Wood TODQU18,224.76155
1.0,1.0,123.0,Urban,48.0,None,,Oil,True,True,2020-11-07,Gray,Florian,False,Good,Good,Good,Good,5.0,1.88,198.4,E6X Wood 3UHWET6 Window,267.0147
1.0,1.0,56.0,Rural,39.0,Good,True,Oil,True,True,2021-04-07,Yellow,Theresa,False,Excellent,Excellent,Excellent,Good,15.0,1.96,,H0E04KZ Wood F1S7M Window,6037.7166
,2.0,70.0,Rural,62.0,Good,False,Gas,False,True,2022-04-26,,Denis,False,Excellent,Good,Excellent,Excellent,15.0,1.22,,Wood Q8PIA2 Window,294.55201
1.0,1.0,50.0,Rural,,None,False,Gas,False,True,2023-02-18,Yellow,Sabrina,False,Poor,Good,Good,Good,5.0,1.93,,JAX8 Wood BLS,177.79655
5.0,1.0,148.0,Urban,66.0,None,,Gas,False,True,2022-11-28,Gray,Roman,False,Good,Good,Excellent,Good,5.0,1.23,,Aluminum 6GM Window,220.1282
1.0,1.0,48.0,Urban,60.0,None,False,Electric,True,True,2022-03-12,White,Laura,False,Good,Good,Excellent,Excellent,5.0,2.21,29.4,Steel 6WQ,196.64507
1.0,2.0,85.0,Rural,49.0,None,True,Electric,False,True,2024-03-17,,Andreas,False,Good,Excellent,Good,Good,5.0,1.37,51.6,MLOO7C Steel LPLGMJ Window,325.39318
1.0,2.0,80.0,Suburbann,37.0,None,,Gas,True,False,2021-06-22,White,Natalie,False,Poor,Excellent,Good,Excellent,5.0,2.64,,Steel NPBW7F,122.54981
1.0,1.0,115.0,Urban,49.0,None,True,Gas,False,False,2022-09-08,White,Maria,False,Good,Good,Poor,Good,5.0,1.64,116.0,GQIW06 Wood GJ53GT,175.26494
2.0,1.0,78.0,Suburbann,25.0,Good,False,Electric,True,False,2024-02-07,White,Natalie,False,Excellent,Good,Good,Excellent,15.0,1.7,,Z2FYC Wood SMIGV61,112.78877
1.0,1.0,49.0,Rural,70.0,None,False,Gas,False,True,2022-07-11,Gray,,False,Good,Excellent,Good,Good,5.0,1.52,50.0,Steel RAY9D,266.66475
1.0,3.0,115.0,Urban,39.0,Excellent,False,Gas,False,True,2022-04-09,Yellow,Martin,False,Poor,Excellent,Poor,Good,39.0,3.32,,T2EO9A Aluminum ALBIU,257.63102
1.0,1.0,67.0,Suburban,59.0,None,False,Oil Heating,False,True,2021-02-22,Green,Martin,False,Good,Poor,Excellent,Excellent,5.0,2.73,105.6,Aluminum 0GF3UF2 Window,76.48893
3.0,3.0,104.0,Suburban,,None,False,Gas,False,True,2022-02-25,Gray,Florian,False,Excellent,Excellent,Excellent,Excellent,5.0,2.71,103.0,0PG7U Aluminum OM33A Window,108.11486
2.0,2.0,59.0,Rural,61.0,Poor,False,Electricity,False,True,2023-11-07,,Lukas,False,Poor,Good,Good,Good,11.0,1.39,,Aluminum K1KDT,147.94232
1.0,1.0,39.0,Urban,55.0,Poor,True,Gas,True,True,2022-05-04,White,Stefan,False,Excellent,Excellent,Excellent,Good,11.0,3.83,,Steel NUYSV1A,221.21378
,2.0,62.0,Suburbann,52.0,Poor,,Oil Heating,False,True,2022-06-20,Green,Florian,False,Good,Excellent,Excellent,Good,11.0,2.57,96.0,Steel XAB4,155.22218
5.0,5.0,140.0,Rural,,None,,Gas,False,True,2021-08-25,Gray,Theresa,False,Excellent,Excellent,Good,Excellent,5.0,2.24,,TDJJ Aluminum 9XIO6P,325.30436
4.0,5.0,130.0,Suburban,,Good,False,Gas,True,True,2020-05-01,White,Martin,False,Poor,Good,Poor,Good,15.0,2.06,,PIPT Wood 38YP15 Window,160.37781
1.0,1.0,28.0,Urban,54.0,None,,Oil Heating,True,True,2022-03-01,Green,Natalie,False,Excellent,Poor,Good,Good,5.0,1.98,46.4,Steel SH7ZW,185.33374
5.0,2.0,145.0,Suburbann,69.0,Excellent,False,Electric,True,False,2020-08-26,,Stefan,False,Good,Good,Excellent,Good,39.0,1.32,86.4,Aluminum MWMMQT Window,136.37276
4.0,2.0,148.0,Rural,0.0,Poor,False,Gas,True,False,2020-03-07,White,Lukas,False,Good,Good,Good,Poor,11.0,1.88,148.0,Steel 01WV,393.71396
2.0,1.0,93.0,,,None,False,Electric,True,False,2021-06-26,Green,Lukas,False,Poor,Good,Poor,Good,5.0,3.44,,Aluminum 4UJ,55.56145
1.0,1.0,139.0,Suburbann,49.0,None,False,Gas,True,True,2020-02-01,Gray,Johanna,False,Good,Good,Excellent,Excellent,5.0,1.86,139.0,Aluminum FQJS8T Window,120.26834
1.0,1.0,56.0,Rural,44.0,Good,False,Oil Heating,True,True,2023-10-20,Gray,Sabrina,False,Excellent,Good,Good,Excellent,15.0,1.31,91.2,97VWXF Steel 58832,393.96566
2.0,2.0,63.0,Urban,,Good,False,Oil Heating,False,False,2020-10-15,Yellow,Maria,False,Good,Good,Excellent,Poor,15.0,4.39,100.8,IM3W Wood HWVG21O Window,165.91761
1.0,3.0,122.0,Urban,50.0,Good,,Gas,True,True,2022-05-10,Gray,,False,Good,Excellent,Good,Good,15.0,2.91,123.0,AWP Steel TEQ6TTC,329.34687
,1.0,52.0,Rural,64.0,Poor,False,Oil Heating,False,False,2022-02-04,Gray,,False,Good,Good,Poor,Excellent,11.0,2.49,,4D4WM Steel JGRL Window,259.17894
,,114.0,Rural,60.0,Poor,,Gas,True,True,2023-09-23,Yellow,Denis,False,Good,Excellent,Good,Poor,11.0,3.95,115.0,6L5T Steel Y0JVZZ,438.33505
,2.0,90.0,Rural,47.0,None,,Electric,False,True,2022-05-29,White,Johanna,False,Poor,Excellent,Excellent,Good,5.0,1.5,53.4,6LD42DO Wood BSOY Window,242.97202
1.0,1.0,42.0,Rural,71.0,Good,False,Gas,False,False,2022-08-12,,Laura,False,Good,Excellent,Excellent,Poor,15.0,1.86,43.0,Wood Q3N Window,188.04884
2.0,1.0,125.0,Suburban,29.0,None,True,Oil Heating,False,True,2021-07-06,White,,False,Good,Good,Excellent,Good,5.0,2.64,201.6,ZMLW Steel 7RC,197.80274
1.0,1.0,60.0,Urban,64.0,Excellent,False,Electric,True,True,2020-02-18,,Sandra,False,Poor,Good,Excellent,Excellent,39.0,2.84,35.4,B61M Wood 5FTISFM,223.8738
1.0,1.0,50.0,Urban,57.0,None,False,Electric,True,True,2020-04-04,,Theresa,False,Good,Excellent,Good,Good,5.0,3.39,,Aluminum OXUOR69 Window,86.88209
1.0,1.0,57.0,Urban,51.0,Good,False,Oil Heating,True,True,2023-09-29,White,Laura,False,Excellent,Excellent,Good,Poor,15.0,1.82,91.2,6AAHH5 Aluminum B555H,3322.4272
1.0,1.0,58.0,Rural,35.0,None,,Electric,True,True,2022-01-17,White,Laura,False,Good,Excellent,Good,Good,5.0,3.38,,Steel VX8OPC Window,287.74633
1.0,1.0,108.0,Rural,42.0,Good,False,Oil Heating,True,False,2024-03-10,Green,Denis,False,Good,Good,Poor,Excellent,15.0,1.99,171.2,Aluminum BK2BKO,282.7939
1.0,2.0,86.0,Rural,54.0,None,False,Gas,True,True,2020-09-06,Yellow,Martin,False,Good,Good,Excellent,Excellent,5.0,4.29,86.0,B4C Steel 81D Window,345.97078
1.0,1.0,29.0,Suburban,29.0,None,False,Electricity,False,False,2021-07-29,Green,Daniel,False,Poor,Good,Good,Excellent,5.0,2.21,18.0,TE2 Aluminum 99M7V74 Window,30.86126
4.0,3.0,149.0,Urban,13.0,None,False,Electricity,True,True,2021-11-19,White,Sandra,False,Excellent,Good,Poor,Good,5.0,3.4,88.8,CLYV Wood S25S4YZ,258.79539
1.0,1.0,35.0,Rural,38.0,None,,Oil Heating,False,True,2020-08-04,White,Natalie,False,Good,Good,Good,Good,5.0,2.04,,Steel I1N Window,253.6514
1.0,1.0,49.0,Rural,38.0,None,False,Gas,False,True,2021-11-27,White,,False,Poor,Excellent,Excellent,Good,5.0,2.83,,Steel IUMAT9 Window,275.66566
1.0,1.0,127.0,Urban,,None,True,Gas,False,True,2022-12-11,Yellow,Sabrina,False,Poor,Poor,Excellent,Good,5.0,2.74,,Steel 87LJCM,263.61935
2.0,1.0,72.0,Rural,,None,,Electric,True,False,2023-01-01,Green,Sabrina,False,Excellent,Good,Excellent,Good,5.0,2.64,43.8,Aluminum NZT1629 Window,137.18349
2.0,4.0,140.0,Urban,,None,False,Oil,True,False,2023-05-15,Yellow,Roman,False,Good,Good,Excellent,Excellent,5.0,4.17,225.6,Steel SPGQFVG,321.2379
2.0,,136.0,Suburban,,,True,Gas,True,False,2023-04-26,White,Laura,False,Good,Poor,Good,Poor,15.0,3.49,138.0,RSTZQ9 Wood VNL1 Window,135.61108
,2.0,69.0,Suburbann,29.0,Good,,Oil Heating,False,True,2020-07-13,Green,Daniel,False,Good,Good,Excellent,Good,15.0,1.56,,Wood WGCD6BL,134.44775
2.0,2.0,127.0,Rural,,Good,,Oil Heating,True,True,2023-03-05,Gray,Maria,False,Good,Excellent,Poor,Excellent,15.0,2.93,203.2,GTVTKPH Aluminum 6IA9VIR Window,379.75172
1.0,2.0,93.0,Urban,39.0,None,True,Oil Heating,True,True,2020-06-19,,Maria,False,Excellent,Good,Excellent,Excellent,5.0,1.5,,Wood QQM5 Window,242.57968
1.0,1.0,85.0,Suburban,71.0,Poor,,Oil,True,False,2023-01-09,Yellow,Denis,False,Excellent,Excellent,Excellent,Excellent,11.0,2.1,140.8,Wood J0KN2M6 Window,130.38537
1.0,1.0,59.0,Urban,41.0,None,False,Oil Heating,True,True,2022-08-08,Yellow,Laura,False,Good,Good,Good,Excellent,5.0,2.77,,Steel 8U3H4,241.6888
2.0,1.0,118.0,Rural,51.0,Excellent,,Gas,True,True,2020-08-03,Gray,Daniel,False,Excellent,Poor,Good,Excellent,39.0,1.99,117.0,Wood GVZ7 Window,436.94811
1.0,1.0,54.0,Suburban,,None,,Oil,False,True,2021-11-28,Green,Florian,False,Excellent,Good,Good,Excellent,5.0,3.28,,HSDEDE3 Wood ZRODZ Window,96.30182
1.0,1.0,34.0,Rural,41.0,None,,Electricity,False,True,2023-09-18,Gray,Denis,False,Excellent,Good,Good,Good,5.0,1.45,,ELZ Aluminum 2DW23HK,99.86306
2.0,1.0,97.0,,40.0,None,True,Gas,False,True,2022-10-18,,Stefan,False,Poor,Excellent,Good,Poor,5.0,1.97,97.0,Aluminum 2TL,86.23668
2.0,,81.0,Rural,29.0,None,False,Electricity,True,True,2020-03-10,White,Natalie,False,Good,Excellent,Good,Excellent,5.0,1.53,,Wood OQC2S0,255.93857
1.0,2.0,105.0,Suburbann,58.0,Good,False,Gas,True,True,2022-03-07,White,Laura,False,Good,Excellent,Poor,Poor,15.0,2.22,105.0,HT389K Wood 08N,142.64183
1.0,1.0,56.0,Urban,69.0,None,False,Gas,False,False,2023-03-04,White,Theresa,False,Poor,Excellent,Good,Excellent,5.0,2.05,56.0,Wood K0VJJSR,123.60996
,1.0,32.0,Rural,,None,,Electric,False,False,2022-02-27,Green,,False,Poor,Excellent,Good,Excellent,5.0,1.9,19.2,Aluminum K04F,58.44812
1.0,,138.0,Urban,58.0,None,,Gas,True,False,2020-11-19,,Stefan,False,Excellent,Good,Good,Excellent,5.0,2.64,,Aluminum J0A2X2 Window,178.16691
,1.0,45.0,Urban,,None,False,Oil,False,True,2022-11-14,White,Florian,False,Excellent,Good,Poor,Good,5.0,2.03,73.6,Wood TTEC,144.08872
2.0,2.0,102.0,Suburbann,70.0,None,,Oil Heating,False,True,2023-08-14,Gray,Natalie,False,Good,Poor,Good,Good,5.0,1.38,163.2,83K Aluminum 59W,110.48559
2.0,4.0,148.0,Suburban,53.0,None,False,Oil Heating,False,False,2024-01-07,Green,Laura,False,Excellent,Good,Poor,Poor,5.0,3.16,235.2,Wood SM9NXY8,3243.4932
1.0,1.0,32.0,Suburban,41.0,None,False,Oil,True,True,2021-02-17,Yellow,Andreas,False,Excellent,Good,Good,Good,5.0,1.91,51.2,YXF1RU Steel A92E,116.64386
1.0,,120.0,Urban,58.0,None,,Oil Heating,False,False,2020-02-23,Green,Stefan,False,Good,Poor,Excellent,Poor,5.0,3.45,,L1V Wood 7B4,197.13762
1.0,1.0,45.0,Rural,26.0,None,False,Gas,False,True,2022-01-14,Yellow,Maria,False,Poor,Poor,Poor,Excellent,5.0,2.78,45.0,Wood CMU7 Window,177.62009
5.0,3.0,150.0,Urban,45.0,Excellent,,Oil Heating,False,True,2021-10-19,Yellow,Theresa,False,Good,Good,Good,Good,39.0,3.18,,6BJR077 Steel DWEWA Window,466.35902
2.0,2.0,126.0,Suburbann,55.0,None,False,Oil,False,True,2024-02-15,Yellow,Maria,False,Excellent,Good,Poor,Excellent,5.0,3.95,203.2,I4GV0QZ Aluminum C5UZNF Window,145.24114
1.0,2.0,75.0,Suburbann,40.0,Excellent,,Electric,True,True,2024-02-23,Gray,Sabrina,False,Good,Poor,Excellent,Poor,39.0,2.89,45.0,W4I Aluminum RA1EY Window,125.68234
1.0,2.0,72.0,Suburban,68.0,None,True,Oil Heating,False,False,2021-06-11,White,Laura,False,Good,Excellent,Good,Good,5.0,3.46,120.0,IZWCJVZ Steel SMI8U7B,121.66334
1.0,2.0,61.0,Urban,68.0,None,,Oil,True,True,2022-12-26,White,Sandra,False,Good,Good,Poor,Poor,5.0,2.44,,Aluminum Q56EDC,119.23805
1.0,1.0,80.0,Urban,57.0,None,False,Gas,False,True,2021-05-13,Yellow,Martin,False,Good,Good,Excellent,Poor,5.0,4.44,,Steel 4TFD,216.96769
1.0,1.0,89.0,Urban,62.0,None,,Oil Heating,True,False,2020-12-03,Gray,Theresa,False,Poor,Good,Good,Good,5.0,2.5,144.0,Aluminum M0ETGS Window,132.93805
,1.0,41.0,Suburbann,39.0,None,True,Oil,False,True,2021-10-16,Green,Sandra,False,Excellent,Excellent,Good,Poor,5.0,3.31,,MH29 Steel VCLZ4PO Window,118.93016
2.0,2.0,71.0,Urban,31.0,Poor,False,Electric,True,True,2020-06-21,Yellow,Daniel,False,Excellent,Excellent,Excellent,Good,11.0,3.32,43.2,Wood PUF,196.14098
1.0,1.0,57.0,Urban,,Excellent,False,Oil,True,True,2023-01-17,,,False,Good,Good,Good,Excellent,39.0,4.42,92.8,LQJSU8F Aluminum EFAZBG Window,217.72362
,1.0,71.0,Urban,53.0,Excellent,,Gas,False,True,2023-04-01,,Theresa,False,Excellent,Good,Excellent,Good,39.0,1.71,72.0,XUSOY Steel 7RY8M,321.75298
1.0,1.0,108.0,Suburbann,57.0,None,True,Electric,True,True,2023-12-14,White,Roman,False,Poor,Good,Good,Good,5.0,1.74,,RE8 Aluminum YDNXDS Window,82.98069
1.0,1.0,41.0,Rural,44.0,,False,Oil,True,True,2021-12-15,Green,,False,Good,Excellent,Poor,Excellent,39.0,1.79,62.4,NQHXPF Wood VJIO6B2,343.1137
2.0,2.0,84.0,Suburbann,48.0,Poor,,Electricity,True,True,2020-05-09,Gray,,False,Good,Excellent,Excellent,Excellent,11.0,1.59,,1BCR Steel R5HD8 Window,150.64958
1.0,1.0,60.0,Rural,,None,True,Electric,True,False,2023-04-23,Green,Andreas,False,Good,Good,Good,Poor,5.0,2.6,37.2,7HDP5 Steel 9OM3Y3Y Window,224.66719
1.0,,67.0,Suburban,52.0,None,,Electricity,False,True,2023-09-06,White,Stefan,False,Excellent,Good,Poor,Excellent,5.0,2.29,40.2,Wood MQOO Window,94.2683
3.0,3.0,118.0,Urban,52.0,None,False,Oil,False,True,2022-01-05,Green,Sabrina,False,Excellent,Good,Excellent,Poor,5.0,1.65,187.2,GR3HN Aluminum HDY7HFO,224.85089
1.0,1.0,20.0,Rural,68.0,Good,False,Gas,False,True,2023-12-17,Gray,Denis,False,Good,Good,Good,Excellent,15.0,2.67,,Steel WIXW,271.71492
2.0,1.0,108.0,Suburban,,Poor,,Gas,False,True,2023-11-30,White,Daniel,False,Poor,Excellent,Poor,Good,11.0,3.52,,T72GKP Steel PHY7QW Window,165.13156
,1.0,58.0,Rural,,Good,False,Oil Heating,False,True,2022-11-17,White,Daniel,False,Good,Excellent,Good,Good,15.0,2.56,92.8,LRERR2 Wood 8T178 Window,277.14825
1.0,3.0,131.0,Urban,57.0,None,False,Gas,True,True,2020-11-22,,Andreas,False,Good,Poor,Good,Excellent,5.0,2.05,,Aluminum M52JXG Window,191.90798
1.0,1.0,39.0,Suburban,63.0,None,,Electricity,False,True,2021-09-22,Yellow,Theresa,False,Good,Excellent,Poor,Good,5.0,2.39,,Wood S0R Window,66.30789
1.0,1.0,60.0,Urban,30.0,None,,Oil,False,True,2022-10-21,,Daniel,False,Poor,Good,Excellent,Excellent,5.0,2.34,,Aluminum 7RB2G Window,129.86265
2.0,3.0,117.0,Rural,70.0,None,,Electricity,True,True,2022-06-21,Yellow,Laura,False,Excellent,Poor,Poor,Good,5.0,4.55,70.8,Aluminum JWM6W2,4252.9344
3.0,1.0,148.0,Urban,23.0,Poor,,Oil,False,True,2023-01-24,Green,Johanna,False,Excellent,Good,Good,Poor,11.0,2.07,,Aluminum X6A8K42 Window,285.98568
1.0,1.0,35.0,Rural,44.0,None,,Gas,False,False,2021-08-25,White,Theresa,False,Excellent,Good,Excellent,Good,5.0,3.73,35.0,68R7 Aluminum UZNB,95.31583
1.0,1.0,58.0,Rural,40.0,None,False,Oil Heating,True,True,2021-03-29,Green,Maria,False,Good,Excellent,Good,Poor,5.0,1.63,91.2,Wood ZZQ,245.66337
,3.0,119.0,Suburban,59.0,Poor,,Electricity,False,False,2020-02-17,,Theresa,False,Excellent,Poor,Excellent,Good,11.0,1.68,70.8,Steel 2V8 Window,131.3012
2.0,2.0,147.0,Urban,57.0,None,True,Oil Heating,False,True,2022-04-11,Gray,Theresa,False,Good,Excellent,Excellent,Good,5.0,2.39,235.2,Aluminum 578AH06,265.74764
1.0,1.0,20.0,Suburban,29.0,None,False,Gas,False,True,2022-04-10,,Daniel,False,Good,Good,Good,Good,5.0,2.28,21.0,Wood OLVO13F Window,66.78607
1.0,1.0,51.0,Rural,27.0,None,False,Electric,True,False,2020-06-09,,Maria,False,Good,Good,Good,Good,5.0,3.36,31.2,W2VEV1 Wood 6H8SKOZ Window,162.99722
1.0,1.0,27.0,Rural,,None,,Oil,False,False,2020-02-20,Yellow,Maria,False,Good,Good,Excellent,Poor,5.0,3.64,,N9I2YMT Wood IJR Window,121.3096
4.0,3.0,133.0,Rural,58.0,Good,False,Gas,False,True,2021-01-21,Green,Natalie,False,Poor,Excellent,Good,Good,15.0,2.41,,J25H Aluminum W8N,312.46908
2.0,1.0,69.0,Suburbann,28.0,None,,Oil,False,False,2021-12-17,White,Maria,False,Good,Good,Excellent,Good,5.0,1.76,,Steel 1CR8GC,125.51162
1.0,1.0,62.0,Rural,65.0,Excellent,,Gas,True,False,2021-10-19,Green,Lukas,False,Good,Good,Good,Good,39.0,1.74,,Wood CYM51M Window,287.44928
1.0,1.0,21.0,Suburbann,40.0,,True,Electric,True,False,2021-12-20,White,Sabrina,False,Good,Poor,Excellent,Poor,11.0,3.8,12.6,NVZ Aluminum VBXJP Window,36.00308
3.0,3.0,118.0,Urban,34.0,None,,Gas,True,False,2021-11-03,Green,Denis,False,Excellent,Good,Excellent,Excellent,5.0,2.55,117.0,Wood QRKOVC3,219.47403
3.0,5.0,137.0,,,Good,,Oil Heating,False,True,2024-01-22,Yellow,Natalie,False,Excellent,Excellent,Excellent,Excellent,15.0,4.85,,Wood WZFC Window,221.10975
1.0,1.0,50.0,Suburbann,,Poor,True,Oil,False,True,2020-08-29,Yellow,Roman,False,Poor,Good,Good,Good,11.0,4.79,80.0,ZQXHQN Wood 5ASRHP,90.91996
,2.0,101.0,Urban,55.0,Poor,,Oil,True,True,2021-06-16,Green,,False,Good,Poor,Good,Excellent,11.0,3.39,163.2,Aluminum 4MERV7S Window,211.38095
,3.0,101.0,Rural,68.0,None,False,Gas,False,False,2022-10-31,Gray,Stefan,False,Excellent,Good,Good,Good,5.0,2.67,101.0,Wood LJJQ3QF Window,248.83765
1.0,1.0,39.0,Rural,42.0,None,False,Electric,True,True,2022-06-18,Green,Laura,False,Good,Good,Good,Good,5.0,1.52,22.8,73VI0F Wood ZOX,180.39897
2.0,2.0,96.0,Rural,68.0,None,True,Gas,True,False,2020-02-20,White,Florian,False,Good,Excellent,Good,Poor,5.0,3.49,97.0,O31ZK5F Aluminum 8OYIKKO Window,172.05749
2.0,2.0,-489.0,Suburban,27.0,Excellent,False,Oil Heating,False,False,2023-08-07,Gray,Sabrina,False,Poor,Good,Excellent,Good,39.0,1.18,132.8,VASCFN Wood WTW9T Window,159.73275
,3.0,115.0,Rural,32.0,Poor,True,Electricity,True,True,2020-11-12,,Denis,False,Poor,Excellent,Poor,Poor,11.0,2.75,,Steel 1PG,368.45455
5.0,2.0,144.0,Urban,44.0,None,,Electricity,True,False,2021-11-19,,Lukas,False,Excellent,Poor,Good,Excellent,5.0,3.17,87.0,J5K Steel RUTHJ Window,253.18472
2.0,2.0,83.0,Suburban,53.0,Good,False,Oil,False,True,2023-04-13,White,Natalie,False,Excellent,Excellent,Good,Good,15.0,3.64,134.4,Steel T1WS Window,188.29519
,1.0,149.0,Urban,43.0,Good,False,Oil,False,True,2023-10-06,White,Florian,False,Good,Poor,Good,Poor,15.0,1.99,238.4,OF7Y Steel 2NH Window,393.26285
3.0,1.0,102.0,,,None,,Oil,True,True,2022-01-01,Gray,,False,Excellent,Good,Excellent,Poor,5.0,2.75,,Steel TZNLVGM,425.55016
1.0,1.0,87.0,Rural,50.0,Excellent,,Electric,False,True,2023-10-25,White,Lukas,False,Excellent,Poor,Good,Excellent,39.0,2.26,,EDJ Aluminum T7LY6T,297.43964
